ImageID,ans
7fb24bac04a32cef6c2d54156c3a82e2917ba2c6.jpg,0
eaf11dd2b55e31886228a4352850b3139f3df7e5.jpg,15
581edf9ac3ebd978fb37c3f80b3c22f1b866a842.jpg,2
a47f875e05ad8358f003bc94abccbceb06eb2c79.jpg,2
7f885ad7cbddbf474ad5132f69b9a2cde94c9c2b.jpg,3
6410d7dde3b9fea261f8be56a587180f5ca55c1f.jpg,0
32ecc1eaed294843b79e0819e476b790b592f513.jpg,0
e5a2badef66d3ce6e32a60a4bc8438368a595bf6.jpg,1
1bed4e1589f662f9baf5e82d0eccd439ca24fc09.jpg,9
a56ab8f3ecdc1a066e87d341bf5c7e5449843f16.jpg,5
a64d38dcb69ab1d678398ae9fcca5db7842cb55f.jpg,0
8c359540ce44342d62eb683c8b188daedff8f366.jpg,2
347d8f8b656ed3f559847412c6fc10390ba43b9c.jpg,1
9bdf6361645449ac70e555b8025488a42b039150.jpg,4
94178ed28a9ac1471a0cab20fcccef6007f729b0.jpg,5
72e019681fbeff06501507f9fddfb631f76542bc.jpg,12
0f522390794dd3dc769b39bd2e0f4c2b795ef483.jpg,14
9b4134bc228d9bc70a9de56789bf2b0404824160.jpg,17
9d95aa4fc74cb564ab605cec2dc94e3e9c185e56.jpg,3
8aa13753fce181424f666b333f7f9746c4c441e6.jpg,0
ae4ba5d1cc849017e7ca60d1b80d6d41ca23b4cb.jpg,15
e563984ac46c269b0339f99b18907835dde7cd0a.jpg,15
289a8293a58cd6c1714f4e7bd8128dbe9a1b1b18.jpg,3
9365ffdd2441785a6819d043cb8cb47e79029627.jpg,16
947aaf7ead4d4577596d63267e6ffc62bebd998a.jpg,5
a4e5002282647d738c0203e63e5e67bc8aa106b8.jpg,8
6d710a2d1faae4cd249fed81f23396f63857c4b4.jpg,0
bb7bad24240b5d847ac5fb1475035f9a977026ff.jpg,5
2588b5f79b304ac2df4739d28abc5f3e5ed7750a.jpg,14
2c6e7e1d04fb3ed50f428613d8c956f9fed76539.jpg,3
ac9db2795945b8c5d78bcb9fcd5534234aa73c79.jpg,2
b2e3c495175d47dae0480d1cce99f4d4ef6da028.jpg,1
ddc0e7c81043ce60cd400af7cb7ff106d047460b.jpg,5
8d041fef59f011355a50cfc34e9b45ee1d441a00.jpg,13
64920ded3c1d2afb14349db98c80aa21dc1e9422.jpg,1
932dac40c3ee3e544fab8274a5ecc1b712dba03c.jpg,8
6c6e315bb924b5c7e13fd36cbca5c75937992fc0.jpg,7
9ca73e3fb9769b11e381c3854b3bee85d4045455.jpg,3
4615016298d045881c6ee24ea3d5952d58c199f5.jpg,3
2fbf96008394f7328cca36fb9c33601e15167a16.jpg,1
832b27bd6f48a4508fa15a897d9fd7552aa37548.jpg,3
05858b2ebc196385d6e860603903165b3f1e4202.jpg,4
b510f0e8f03b46c34b4706162ceddd01522fbea5.jpg,2
dd98c2f6b8a4728a00b891d6cf9c32804b38bb79.jpg,0
93818893d465ffb597e2428755043ecf5c209370.jpg,2
6a79a54b99313f325873743fd38369238168b1b8.jpg,16
926bdc731298c40c1092bfd8f2ce19eb461050f8.jpg,6
83bdde79b74f66d9bed3abbd0e58f300e85f194e.jpg,0
c187171e054ad80086d30b6b57d38af33ce28510.jpg,5
8cdcb1852e82658152633d34b7ade09ddb9b9ec1.jpg,9
f1970a22800a08a882a2d3e4eefde0b1fa9e97c8.jpg,17
f3e15ecb6173211fdd6a41f9be15f3a2233e61b9.jpg,17
8e433162cdb4bc995df4714b8b1c2c41ccf8f1db.jpg,5
01fbb208d9aaaf8093cc523038f0e50cce8909ee.jpg,13
a8a155f029da46f77e85f0d6de7e3748ee8c0818.jpg,0
98029bf2d1b4701597f35af79aec01d3c21383b5.jpg,4
06422901213a7323f0270672695352d172316012.jpg,0
21ff84b140eb9cb736311d0718ba87f538f88e4d.jpg,12
988dab8df6e2a6bab0f6e141309e09f85211eac7.jpg,3
2e0e5387077df0a65861674b950b7f65a7ca2705.jpg,14
eab8c81764ea0058f62d4e266d44ad3b519d64e2.jpg,12
bf663b79a4742ef2799bf98ccaaa906217c192cc.jpg,6
b087d3fd176a7673885b66e0ed76ed71321a2464.jpg,4
265f6a1690cafbc7e2fab1f8dfc65c38818fd576.jpg,0
c7f91565fa503150b0115a1ffc856cd2e6ab6b95.jpg,0
37e9293d6553bdbeabb17a87a0232b3af170520f.jpg,12
e657e60c9b3237f6fdbf1069d13107ec81594924.jpg,2
94357120d59ee5ea7a263c725d9db7125f43092b.jpg,3
b811da50db67ed149d4505eff56327c6712a4dc1.jpg,10
3fa49cc18eb9d69ec1e92d4f959103f23577afb5.jpg,4
98bc409737c47854d5a793d577ce40bed659f6e4.jpg,0
dd0d8fe8989a49a5be91912b40c1c1eb2f3f1171.jpg,4
3024fb328ebe9b50ca875b212868974c839030ea.jpg,16
42616dc870dba1ce1af12a05dbb61fad59f7aa98.jpg,3
470e5b91f55d2d877586b4a09b811af1cf27e9cf.jpg,1
aac43d708a1e719ded0c0391209c1a6a50e0f982.jpg,6
002fa45ccbee3dd31f84e3fc916906796318600c.jpg,2
7b8378a41657f1e18996edb375e802634cea4e84.jpg,4
dff9b0958da8eec33a0c39f16d11f21b344e6dbe.jpg,8
6b1091e8194125c66ce86eeb4462f68bf03d7163.jpg,2
0afc3464ced44632a210cbe9f67d1293e8774488.jpg,3
c2f97316897aa73366e641e75516f5ddb65defb5.jpg,0
1edecb750b7e99fab048ff9b701e076d5c2936c9.jpg,13
8358e6bca1751fe4fbfcc0146d9449150c00299a.jpg,14
3d1613159a0ea7b4201da1940ad4c6eb4dc63a71.jpg,2
7a531571cb54176fdf1bf26a385a2c696915d011.jpg,3
7cf2b9bc61e8916163df6a1007a9908c2cf6cd77.jpg,0
0ae54f19b732caa5251cf427a517f074a863c513.jpg,2
ec7bbebd120f68d250a3e573c4e24df4b60eabae.jpg,2
98fafbbe80b3d37b1c5583c3ea7ad08826809e79.jpg,5
e0370a08e219cbd6100e49d0e5deabc4bcbbc441.jpg,1
729e20a192e1bc0d76aa7b81c282428fdaebe157.jpg,3
a91040f355a7105f3580c254564ae27983150cb3.jpg,2
8fb4348b9150427b13d048d3211ef21904c40d23.jpg,14
5de02ac0ed938dbd6dc5ec0b465b8c60c05847d1.jpg,14
2ecd3ffd1b7c8236f0d8022c391affa9564c573a.jpg,0
26e0004a29d6ee509513479ea5ab0ac66bf39eb3.jpg,8
0a7c9c5aaa3c19e2ca8c45cfa84255d205118a8e.jpg,3
58f692674cb20497578496b1000f9900de319f14.jpg,2
d9fe121a4ad04d0404453b68c800aece076def5c.jpg,0
330faa38f13e07b3251352ef346a997932bb5ba3.jpg,4
56a0674af17ca430f626e97138f0587ad429fde8.jpg,4
5422d71ecd833edd6267d186c3143ba8fe7b4808.jpg,5
d3b603e3273718f42c05b6296c1aa5b74fbdfc51.jpg,2
42469ea6e5ee6d87b4baccdc9d3b2571b0d35dda.jpg,0
7880b5cc7e895124931a8f620102ace1d304084d.jpg,6
6ee2ea2f9645cce57c5bb9af4f20f43d300a5368.jpg,15
2e808fe6daf8c596480f34c0c5372d094c01acd5.jpg,2
8cd4ce4d41a152bc8665027bea6caa236a9943f8.jpg,0
e0cde622bbaa6826b2544195046f56de33d908be.jpg,1
0141f31e7cedc99f8598ea2e46ec961039aceaee.jpg,3
054e446b5606d4d3bc8f633b5468100a29c84b02.jpg,0
56d10fc763f7550005f678127e0e367676c27bc3.jpg,3
242ae930d648428c71cf72ea25fa977415d92d0a.jpg,8
125d89298608858193a3eae84b54c299419162ba.jpg,16
db19efbf0e81e147a64ab91b70d0be7468d829d8.jpg,3
61238bae5126f01c499390daef96fc3630319754.jpg,5
965573b887bc4f0a3a918f30a5917705eddddd1c.jpg,0
c8a5ffadb0344b99f964cc97abdf0fc11b89307c.jpg,0
f93c7b1182584320c7722240152a784d0dc75215.jpg,0
6d08220139f1e681ad3aaa254fbd4c8880666f28.jpg,4
c324f9b95705da38fb75b778d899c93845b7f228.jpg,2
9a3e833b5f4e2eeb9d9b826e3f20355b782b7a5d.jpg,1
a6a198380ef0998341a5ec84f8d7187249e8d390.jpg,4
90a969ed6e576d4dc9dd26629e9a0a46e791db48.jpg,0
8dd0e30968fd85ea1e2092295ab634326da3d4e1.jpg,1
a7f53f3fb1bef7f99de46b06e0da73b8c86f8ea6.jpg,5
8351db7576b2b73197856a8ec97b877be9549c32.jpg,6
db8b7d8068482ea9fe06b2d3719eb3949dd38c75.jpg,1
be7268b2797bd96f4f741773d6e2ea78188445b0.jpg,9
c6992088c478e55733d30ed56f611a3620d69da5.jpg,16
26fdb895fd6b357e4e654468f22f9f98886f831d.jpg,0
43c535f2f002457d9a6bae9be6bb8593ee9ee2c9.jpg,1
821fe0e9894b8bb31b07777269d5326de73f1846.jpg,2
ca722e51ce3262ee4837898a24f99a91fc68433e.jpg,9
5d4054b43cfcbb06116eeb5dd178b477de13534b.jpg,2
5beb8b55d7d2e57f958975b7d7dc4e9afeaa3bc9.jpg,12
19ccd3340ea5a2317f255950bbde1b8a98f69b86.jpg,0
812a44153afb987eb33cb4d7e0bd9ce6a7ee17b2.jpg,1
bc4d1e448bba2fad7a38791b01aab7e658e0743c.jpg,6
2715c45e988898eeccc91ccf3992b1d7497a7b86.jpg,2
d834dded299dbbe5f21d1b1244006d880e3303cf.jpg,5
a966e9069f37f2c338932262aaa46201fb1a9026.jpg,2
ae49f4c03fdddc4f902a743c02c620dac73220b7.jpg,14
03632291df6fcbd6c70e64ebf2872bb5904707b0.jpg,8
5a72ffcaf972d6a833a63a44b6c7c0bcb395410c.jpg,0
8011bb5c7ae47628fe4a137c8152f598e85e4d51.jpg,2
7b5fd31bb137f73217706c4b8a43c8d11f1da674.jpg,12
bde7aad76aad752c2ae6b262ce8ea3ca814434a0.jpg,2
6bb0536f557d625eb4dc40c4b4f9a606214a14bf.jpg,4
e6a20035e732df96e045b84873994138b96dba0f.jpg,0
ac26a7e9a6820d72c0dbb1de7a99436d9cc87328.jpg,8
9c2646b37775223c742a2519ef4603f59bbc9f6c.jpg,12
26ef17741c6b6a475640161dd477eac192620122.jpg,6
2259971c973645f465b3996547cec39ff5ab1fa5.jpg,2
03278880e227a5fc13e2d1f4f3113ff835b65a78.jpg,0
ff8a43120cdb9ade396eb2e834c7888ceb9ceb27.jpg,14
ae40d4bc01e4a991a5e0ae9ea82793bef7a1a165.jpg,4
603847dabbd6c238ffb2b2284c64c753141be958.jpg,0
a4e02b4eca9afe895b431d0cfa285db489ce4bf7.jpg,3
6dcc019c00e3c2a9627a6b6cb9c0c23c95b28204.jpg,4
6b69362d7bd4ea2ddfa6d09936c8e12fecc3cef0.jpg,4
318c630bca01ed86c0df13ca5934959ad15938d9.jpg,5
704b1fa9d21909e7b7867d53abf3656051342365.jpg,16
8854550fcfa1523baebd9d182c47cc3efedc8466.jpg,6
be9c47d1e27efccfa2421d2acf8826b3d408d456.jpg,2
d9b0dca3da96f2c099d69b57e5dc93f6b2e6a8f9.jpg,0
7b5c08fff42d4aaee1cb72baa65e71984cb92202.jpg,4
acf5499eed7f6e32e78feafcbfa040b7e1ffa24f.jpg,6
b6cb80b465c7ede39c404b0f81545f192e4429cf.jpg,0
ad1f2ee53e43d111a62fc867ed7ccc21dcb90f54.jpg,2
97b0df9ca4fe56267ecd5f93b37ba657ea9b8b90.jpg,2
01d0aee12abe56cee2f8e5deebd0a6b907015bd4.jpg,0
88a9c49ffea6dd9684cec71a38e35982ca49d325.jpg,14
6ddcaa5d521d0d047e4189eb3522dde214709228.jpg,0
b27337e4f944bc1907474f69dc53ea972fdbe2d2.jpg,8
a798f8a90208f43209f33fe7528169470ddc4af3.jpg,0
912c2e79257a9c06a53f2f5a52d7dab69b9b9539.jpg,2
39971e928dd9cfa060b128b651df9779b0552a80.jpg,0
9679637a346d4bd127e99fab6654a2671b569cf8.jpg,0
041bf110c1be464c0ee6aa6851bfa51debca8112.jpg,1
237f710e4d8b972f6927f38e979bbbc40a642112.jpg,0
2b94d8e4ce851c5fb7b03cdd38add8161a4b577a.jpg,11
e235e2707a047706a322d7a0d0679ddaaf955e7c.jpg,4
3cdf1eaf442185c9eaeed39c74073e76a9a6aacd.jpg,2
edce8796a54b4ed95927c065db82f1e502a531f6.jpg,9
41fa34b2495735a4b8752390c2fb05bd9e06ab03.jpg,4
d12a59050288f57a2e904beeec9682b7a19d957b.jpg,3
b9fc3f7f4681608b7c71179a1355a89fafbf83fa.jpg,0
29ea44d0ccb91e889c20cb2ecf7f251265829d31.jpg,12
9e8b3c677b7a0c5e809a706a9401d213fa589f5a.jpg,5
a3ae838e10bad73341780cc84f3ac93be8235400.jpg,0
471a3551d23f2d0ebe15c6f7f4aedcbd5167df24.jpg,3
0353a06fd2ead43e0fe515f5f4cb6986b15f36a4.jpg,1
592e7aee4de41bbe99ef76a86c9954019238c6ae.jpg,0
6fe5d6569e570d897167b2c6d27cf8cb010084c9.jpg,12
73d34dad48e10b07fa8795b02b3cdedd85ed360a.jpg,3
af0e2c0c02f3fb5235f237c7db12c482b0cc4597.jpg,14
b0d5e606f478070da4a2d4be59a17fb15f6e2496.jpg,16
4f56295d90795cf19ebf228b0b39db3445207da4.jpg,2
77e4615027b2c7bc6ce639140cd4fc3de5d600c7.jpg,17
8dd91f5523aefc35191aa341d72e9f73d1268c54.jpg,5
0e26583c868f6bcf37fc9ca375de39f06c1fb309.jpg,10
02aeaf89fc7b37c6294f886e0fdc38adaced733a.jpg,12
4bfd65b0c76e10ab1566fb0e7a048fe71778982e.jpg,15
3e1011131941e7bb63618e657bffa57b529f9185.jpg,2
f7ad4d2fa41ee0d24ac83656bc9c75a6e6971e83.jpg,3
a1c26de0914c5ad05e45bb6e1ba0dd292d426394.jpg,3
af71847526b764d922c34fa8b3ea28159c72ba53.jpg,3
ee637e1c7d481d20bd227043ae07f5e1365bf00c.jpg,1
023425c51c94c71dff3d8b475828637ae9a5fd30.jpg,4
9d1474141f917bc4fa482e82c1b12253079c03b4.jpg,0
0344b39a3688a997dff5cd3d52ac120a83071e9a.jpg,16
1580441263044f450491a926c318506b0cc19452.jpg,2
2730ae9030ad0ef9b9d754e81e27d538312e8a29.jpg,12
54c7343274bd4e229a0ca4d609a4a19f7a543bf2.jpg,12
5e267a440a7ea0ab48f071b6cec84a27cddd68bc.jpg,9
2e58ae12d186fa61b35051bab19a97e6ee5046e4.jpg,2
fac85c6f8f0b58f92acb4a535783cd9802cf386b.jpg,4
0f998ab919cd0566b832415a07b7fef357a54bb6.jpg,2
fda2ae42f2e0daa4830c7499b1a18a73a6c8f909.jpg,3
317d09b30e67c973ee9f82f3063c59949166b139.jpg,0
2ca3b747f96beb759aa0e991160c36a2f141f27a.jpg,1
e99c7f461aec81b25bc7891d1d63f47b0f610251.jpg,12
30accaddea38b48a437e66fed76f231aeafdc54f.jpg,5
dd97e58bd17250f1e193e0038120d3574f552212.jpg,10
cc0d54761e9d26c3ea886dfeff8700347efebb22.jpg,13
1a9d7964536288ca3faa270d172edd187356416b.jpg,5
4dcac0b5f5d6738697f6ca1911bbe6fcb0d1dbf9.jpg,2
d7c2254239f68e8d06f8d876fd2949a7d523e237.jpg,5
5f0622a7630ce623ae21bbc6e8be59ea70d04ca4.jpg,3
4937d419417e2e018656a81e4b52162ca2f7fb41.jpg,9
d4b430f904df1669b949e6de1be6e90e1ac8256e.jpg,2
04675e3bfa510095e173da1fa9e36f84e34d9673.jpg,2
2a14fa2df7444c78da933f65120d165ed6f66b8a.jpg,8
3d3fb27fcc42bb1e8a44f8f364fc084691b3cd98.jpg,9
969776304bfaea84c23e2e1763a00e3da96b7d73.jpg,5
396c9d7fda2ba735dc1e16efaa0a159407e9dd51.jpg,3
1efae310b08a74e6ad268fb1c5254ed2e17ef4ee.jpg,2
bcf41b72c44d632eb626363c4f1ae11c482d1a12.jpg,3
a714100e31fd208a413f790262b8431f091c1988.jpg,3
40df8aaecdb9fb011d41b4e032300c55ab4fabe3.jpg,2
075dd4e5c17e3afea7af9eace25fc666d4dd4fc8.jpg,4
ee40915c997aae5462e2cd9c97df98eed4c5c367.jpg,2
0f7929eac9e46c655e2cbcd1c1b01e26791c419c.jpg,0
476a14b9847d5964ba4ee8d97032d92ba3f329b6.jpg,0
d7a40d9771cdded664d443410a50614b2be15b40.jpg,14
c8b94996432e2a38ccdcb2ed801c42563be66eab.jpg,3
a8992f80384b8cb477fe7d42789a2111b4d8bf58.jpg,3
d79407f4ad0fe9529e0a134682cdec989d9540f2.jpg,2
c25de376bc559d8ea18e3d2ef5ae87cc36c581af.jpg,15
35c2c7beec291ce068fcd26512c9b8d5b4b93904.jpg,2
83b845e5ccb1c8fd8d2eec7b1430d76e9c1c2f5b.jpg,0
fdb257fa9fdad5856702e59bb65beef58b20cd13.jpg,2
04e0a7a35c4473c0d842e715a902a1b196196427.jpg,5
93a45e98db21ba429d7a7f8f7ca0653171701c77.jpg,0
d59e0f6cf7a54443ca967025cb030d4abd958951.jpg,0
cf66b38a1257e8fd46ca4cc2a75f100089e1c5ca.jpg,4
b180605c1149a241943d98f7eeee86353c786343.jpg,4
671c6cead3bd5c23a066e3a8c26a26154ea5bdf6.jpg,2
132b9513d8d16948dbc227cb8e6535369c45dc85.jpg,8
d93e508ae6e33c2ba2c90592d2c0bbd6a6887dbb.jpg,2
da7a2d024cbf9ed84a9ca7fbcb12ebf56793b39e.jpg,0
a62af0b369d7e9ad90be331e0436aa5fd9df3027.jpg,3
d2132d4e5bad4a80dd40b3129a20db8a93788b65.jpg,3
173250b96f4ebb2fb1a7fd6d28e7ada0e88f8b35.jpg,12
614ea38fe8ecf99cec3f0f53a0321dac41891177.jpg,4
4a44164283187b0dca6994c27820ee2290a7af4f.jpg,3
1526ade4d16de768f240176ac07996df7160e994.jpg,14
dd2e1fdbaede13e82285b366c30231ea28a419ac.jpg,2
d8233f0a2e3dd5442ad0b5be74721b503c6bede6.jpg,3
8de9236aa5bbf1e04be3647dca84f327b0dab4c5.jpg,15
e1e56792e50213bd3e4ce9e44c9d8eba8aa83382.jpg,5
d1100867f44a9feb1c525b2800c6a8a445ae9c89.jpg,4
178573a9a24e3cfb013dc55be2b70d74a6a4c260.jpg,4
8cf997ad4a1405a08abcf82615d020619948ca8f.jpg,0
5ce017d0d7dd8d432687fcee4baea0695fa9860f.jpg,2
d8e71a83bc0f505875dd411e79765c1e47f12036.jpg,8
1118a1911380f8f17fd0e7e380a586dba4276614.jpg,2
9ecada51c6568ff79802666489ad4bb1d8e65c3e.jpg,7
9eeaae3787c879b0a83e0bcf205c9279989b865a.jpg,5
8429a4710c0986b83f33894bf8dbe19d0de669e4.jpg,0
